5.40E+00,1.45E+01,6.89E+01,1.80E+00
0.00E+00,2.40E+00,3.39E+01,3.90E+00
2.00E-01,1.80E+00,5.56E+01,2.50E+00
4.00E-01,1.41E+01,2.05E+01,7.90E+00
3.00E-01,5.40E+00,1.95E+01,9.00E-01
0.00E+00,8.50E+00,2.99E+01,2.49E+01
8.00E-01,8.00E+00,3.51E+01,2.00E+00
0.00E+00,1.40E+00,6.23E+01,1.40E+00
6.00E-01,1.04E+01,3.57E+01,1.40E+00
1.30E+00,9.30E+00,3.55E+01,0.00E+00
0.00E+00,4.50E+00,5.22E+01,2.60E+00
5.00E-01,4.70E+00,1.70E+01,3.60E+00
3.00E-01,2.70E+00,2.42E+01,7.70E+00
0.00E+00,2.60E+00,2.28E+01,7.40E+00
0.00E+00,2.20E+00,5.42E+01,3.90E+00
0.00E+00,2.50E+00,1.15E+01,1.90E+00
3.00E-01,3.10E+00,3.00E+01,2.50E+00
0.00E+00,1.04E+01,6.02E+01,1.90E+00
1.00E+00,2.00E+00,2.13E+01,1.00E+00
0.00E+00,7.00E-01,7.72E+01,1.50E+00
0.00E+00,5.40E+00,2.36E+01,0.00E+00
0.00E+00,3.70E+00,1.89E+01,2.30E+00
1.00E+00,2.80E+00,3.10E+01,4.60E+00
0.00E+00,1.90E+00,2.26E+01,6.00E-01
8.00E-01,3.90E+00,3.32E+01,4.30E+00
0.00E+00,8.00E-01,8.40E+00,3.10E+00
0.00E+00,2.50E+00,2.05E+01,3.20E+00
1.10E+00,2.20E+00,3.17E+01,7.00E-01
0.00E+00,1.00E+00,2.32E+01,3.00E-01
4.00E-01,1.10E+00,2.68E+01,1.10E+00
8.00E-01,3.00E+00,2.11E+01,4.00E-01
2.00E-01,9.00E+00,2.58E+01,9.00E-01
0.00E+00,5.00E+00,2.01E+01,1.70E+00
0.00E+00,2.10E+00,7.96E+01,0.00E+00
3.00E-01,7.00E+00,2.08E+01,3.60E+00
1.10E+00,1.01E+01,2.40E+01,1.60E+00
0.00E+00,3.20E+00,1.97E+01,3.50E+00
1.10E+00,3.30E+00,1.77E+01,7.00E-01
8.00E-01,3.20E+00,2.57E+01,4.00E-01
0.00E+00,1.70E+00,2.67E+01,1.70E+00
0.00E+00,3.30E+00,1.30E+01,4.00E-01
9.00E-01,1.90E+00,2.37E+01,0.00E+00
0.00E+00,4.50E+00,1.04E+01,3.50E+00
0.00E+00,1.35E+01,3.23E+01,4.90E+00
0.00E+00,7.50E+00,6.73E+01,2.33E+01
4.00E-01,4.60E+00,1.39E+01,2.50E+00
0.00E+00,7.80E+00,6.73E+01,6.00E-01
6.00E-01,3.20E+00,2.30E+01,0.00E+00
0.00E+00,0.00E+00,1.40E+01,2.00E+00
1.80E+00,9.70E+00,3.00E+01,1.80E+00
0.00E+00,7.70E+00,1.99E+01,1.50E+00
0.00E+00,5.40E+00,1.24E+01,0.00E+00
0.00E+00,8.80E+00,3.28E+01,6.00E-01
0.00E+00,0.00E+00,2.35E+01,0.00E+00
0.00E+00,9.70E+00,3.09E+01,4.90E+00
0.00E+00,5.10E+00,2.65E+01,0.00E+00
0.00E+00,6.00E+00,1.75E+01,5.00E-01
0.00E+00,1.45E+01,2.42E+01,0.00E+00
0.00E+00,4.90E+00,2.69E+01,0.00E+00
0.00E+00,8.40E+00,2.96E+01,0.00E+00
0.00E+00,2.70E+00,2.53E+01,0.00E+00
0.00E+00,4.40E+00,2.75E+01,9.00E-01
1.00E+00,1.10E+01,2.80E+01,0.00E+00
0.00E+00,6.60E+00,6.12E+01,0.00E+00
0.00E+00,7.00E-01,3.39E+01,2.00E+00
0.00E+00,2.10E+00,2.26E+01,0.00E+00
2.00E+00,2.00E+00,2.01E+01,3.00E+00
0.00E+00,2.10E+00,3.64E+01,0.00E+00
0.00E+00,6.00E-01,3.88E+01,1.20E+00
9.00E-01,6.90E+00,4.01E+01,7.40E+00
0.00E+00,5.60E+00,4.50E+01,0.00E+00
0.00E+00,0.00E+00,2.99E+01,0.00E+00
0.00E+00,3.90E+00,2.56E+01,7.90E+00
0.00E+00,1.20E+00,5.15E+01,1.20E+00
0.00E+00,0.00E+00,5.00E+01,0.00E+00
0.00E+00,5.40E+00,1.99E+01,0.00E+00
1.50E+00,9.00E+00,4.14E+01,1.50E+00
0.00E+00,2.60E+00,2.38E+01,1.30E+00
8.00E-01,6.20E+00,2.87E+01,0.00E+00
0.00E+00,5.60E+00,1.22E+01,0.00E+00
0.00E+00,1.85E+01,2.85E+01,0.00E+00
0.00E+00,8.10E+00,4.24E+01,0.00E+00
0.00E+00,6.00E-01,5.04E+01,5.80E+00
0.00E+00,6.10E+00,4.02E+01,5.00E-01
0.00E+00,0.00E+00,4.11E+01,0.00E+00
1.60E+00,1.68E+01,3.60E+01,1.70E+00
8.00E-01,7.40E+00,9.29E+01,2.00E+00
3.90E+00,1.87E+01,6.80E+01,1.10E+00
8.00E-01,1.55E+01,7.11E+01,1.50E+00
1.30E+00,1.45E+01,7.16E+01,2.90E+00
1.90E+00,9.10E+00,8.38E+01,3.70E+00
2.40E+00,3.20E+00,9.96E+01,8.70E+00
5.50E+00,7.80E+00,4.42E+01,1.40E+00
2.70E+00,4.52E+01,1.24E+02,0.00E+00
0.00E+00,1.57E+01,1.09E+02,0.00E+00
1.66E+01,8.30E+00,9.04E+01,8.00E-01
0.00E+00,1.20E+01,8.06E+01,0.00E+00
1.00E+00,9.90E+00,4.77E+01,1.30E+00
1.80E+00,5.40E+00,7.39E+01,0.00E+00
6.00E-01,5.50E+00,2.53E+01,3.00E-01
1.80E+00,6.90E+00,6.38E+01,2.70E+00
9.00E-01,9.90E+00,4.18E+01,1.70E+00
2.50E+00,6.90E+00,5.04E+01,3.10E+00
1.90E+00,6.50E+00,2.78E+01,1.60E+00
2.10E+00,4.20E+00,4.10E+01,2.10E+00
4.00E-01,7.50E+00,3.89E+01,4.00E-01
0.00E+00,3.20E+00,3.73E+01,3.20E+00
6.00E-01,2.06E+01,8.37E+01,1.20E+00
5.00E-01,1.50E+00,4.96E+01,2.00E+00
8.00E-01,5.10E+00,9.12E+01,8.00E-01
1.70E+00,1.78E+01,1.13E+02,9.00E-01
2.60E+00,1.28E+01,1.14E+02,8.00E-01
2.40E+00,1.56E+01,9.77E+01,1.20E+00
2.30E+00,5.80E+00,7.72E+01,5.00E-01
0.00E+00,7.00E-01,1.18E+02,1.40E+00
5.00E-01,4.70E+00,5.73E+01,3.30E+00
0.00E+00,7.80E+00,9.60E+01,7.00E-01
3.00E-01,1.05E+01,5.12E+01,3.00E-01
4.00E-01,7.90E+00,7.56E+01,9.00E-01
0.00E+00,4.70E+00,5.37E+01,6.00E-01
0.00E+00,1.04E+01,1.28E+02,7.00E-01
4.00E-01,2.10E+01,1.15E+02,9.00E-01
7.40E+00,1.11E+01,1.12E+02,1.10E+00
2.40E+00,7.90E+00,5.06E+01,4.00E+00
2.00E+00,5.00E+00,7.06E+01,1.00E+00
1.50E+00,1.00E+00,6.13E+01,0.00E+00
1.80E+00,9.60E+00,1.84E+01,9.00E-01
1.00E+00,1.57E+01,2.90E+01,7.00E-01
8.00E-01,8.40E+00,1.47E+02,0.00E+00
7.00E-01,0.00E+00,7.81E+01,1.50E+00
1.50E+00,1.39E+01,8.64E+01,3.90E+00
1.60E+00,1.60E+00,1.15E+02,4.70E+00
0.00E+00,0.00E+00,1.36E+02,0.00E+00
0.00E+00,3.80E+00,7.81E+01,0.00E+00
0.00E+00,7.80E+00,8.89E+01,8.00E-01
0.00E+00,8.40E+00,1.30E+02,1.30E+00
4.20E+00,1.25E+01,7.70E+01,1.40E+00
0.00E+00,1.50E+00,4.28E+01,6.00E+00
0.00E+00,8.60E+00,1.06E+02,0.00E+00
1.39E+01,2.50E+01,1.31E+02,1.10E+00
5.00E-01,7.80E+00,1.00E+02,9.00E-01
0.00E+00,5.70E+00,9.97E+01,1.10E+00
0.00E+00,1.70E+00,7.60E+01,0.00E+00
1.00E+00,3.19E+01,1.35E+02,0.00E+00
0.00E+00,0.00E+00,1.27E+02,1.70E+00
1.10E+00,1.20E+01,9.49E+01,2.30E+00
0.00E+00,1.00E+00,5.01E+01,1.00E+00
0.00E+00,6.20E+00,8.13E+01,1.50E+00
0.00E+00,6.50E+00,1.90E+02,1.90E+00
5.90E+00,2.64E+01,9.37E+01,0.00E+00
0.00E+00,3.40E+00,1.39E+02,2.80E+00
2.20E+00,7.30E+00,7.20E+01,0.00E+00
0.00E+00,4.10E+00,9.99E+01,0.00E+00
0.00E+00,7.60E+00,8.78E+01,3.80E+00
0.00E+00,8.40E+00,2.06E+02,0.00E+00
0.00E+00,5.90E+00,3.26E+01,8.00E-01
0.00E+00,5.10E+00,3.32E+01,0.00E+00
0.00E+00,4.10E+00,1.08E+02,0.00E+00
0.00E+00,2.50E+00,9.80E+01,6.00E-01
1.60E+00,6.20E+00,7.65E+01,0.00E+00
0.00E+00,7.80E+00,6.34E+01,0.00E+00
0.00E+00,1.23E+01,1.76E+02,0.00E+00
0.00E+00,2.00E+00,1.40E+02,0.00E+00
0.00E+00,1.03E+01,4.22E+01,3.10E+00
0.00E+00,2.40E+00,6.42E+01,4.80E+00
0.00E+00,9.90E+00,7.42E+01,3.30E+00
0.00E+00,1.41E+01,1.74E+02,1.65E+01
0.00E+00,6.80E+00,8.16E+01,0.00E+00
9.40E+00,1.01E+01,8.67E+01,0.00E+00
0.00E+00,3.70E+00,4.88E+01,0.00E+00
0.00E+00,1.10E+00,2.39E+02,5.30E+00
1.00E+00,8.20E+00,5.51E+01,1.50E+00
0.00E+00,6.10E+00,9.50E+01,0.00E+00
0.00E+00,2.51E+01,4.98E+02,2.80E+00
0.00E+00,3.90E+00,5.35E+01,0.00E+00
0.00E+00,0.00E+00,6.35E+01,0.00E+00
0.00E+00,0.00E+00,2.45E+01,1.47E+01
2.20E+00,0.00E+00,9.30E+01,0.00E+00
0.00E+00,4.70E+00,7.32E+01,2.00E+00
0.00E+00,4.80E+00,8.39E+01,0.00E+00
0.00E+00,3.50E+00,3.70E+01,1.96E+01
0.00E+00,3.40E+00,5.92E+01,0.00E+00
0.00E+00,3.20E+00,1.06E+02,0.00E+00
0.00E+00,3.00E+00,2.86E+01,4.50E+00
0.00E+00,1.40E+00,5.46E+01,1.40E+00
0.00E+00,1.50E+00,8.99E+01,1.50E+00
0.00E+00,0.00E+00,3.07E+02,0.00E+00
0.00E+00,0.00E+00,6.24E+01,0.00E+00
2.70E+00,6.20E+00,5.16E+01,0.00E+00
0.00E+00,6.20E+00,6.71E+01,7.80E+00
1.00E+00,3.70E+00,4.66E+01,2.50E+00
2.40E+00,4.90E+00,5.60E+01,0.00E+00
0.00E+00,5.00E-01,6.58E+01,5.00E-01
1.40E+00,4.30E+00,4.78E+01,7.00E-01
1.70E+00,1.70E+00,1.46E+02,0.00E+00
0.00E+00,1.20E+00,1.05E+02,1.20E+00
0.00E+00,4.90E+00,4.05E+01,0.00E+00
8.00E-01,4.70E+00,7.86E+01,0.00E+00
0.00E+00,2.10E+00,7.36E+01,1.10E+00
0.00E+00,2.40E+01,5.08E+01,0.00E+00
0.00E+00,0.00E+00,5.63E+01,0.00E+00
8.00E-01,2.44E+01,8.82E+01,8.00E-01
0.00E+00,7.40E+00,8.02E+01,0.00E+00
1.00E+00,1.90E+00,6.11E+01,1.00E+00
0.00E+00,1.30E+00,4.91E+01,1.30E+00
0.00E+00,7.10E+00,4.75E+01,1.20E+00
0.00E+00,5.50E+00,3.60E+01,0.00E+00
0.00E+00,3.10E+00,6.52E+01,3.10E+00
0.00E+00,4.00E+00,3.73E+01,8.00E-01
0.00E+00,5.20E+00,8.39E+01,0.00E+00
1.20E+00,8.60E+00,5.90E+01,6.00E-01
3.00E-01,3.40E+00,2.94E+01,2.40E+00
0.00E+00,2.20E+00,5.82E+01,0.00E+00
1.50E+00,1.60E+01,2.47E+01,0.00E+00
0.00E+00,2.30E+00,2.93E+01,0.00E+00
7.00E-01,3.70E+00,4.81E+01,5.55E+01
0.00E+00,1.06E+01,3.52E+01,4.00E-01
0.00E+00,0.00E+00,5.35E+01,0.00E+00
0.00E+00,8.00E-01,4.71E+01,0.00E+00
1.10E+00,4.00E+00,5.74E+01,6.00E-01
0.00E+00,1.46E+01,1.06E+02,0.00E+00
2.10E+00,4.20E+00,1.14E+02,0.00E+00
0.00E+00,8.90E+00,4.65E+01,0.00E+00
0.00E+00,3.00E+00,7.82E+01,0.00E+00
6.00E-01,7.00E+00,2.30E+01,6.00E-01
0.00E+00,6.10E+00,1.01E+02,9.00E-01
0.00E+00,1.90E+00,6.67E+01,5.80E+00
0.00E+00,6.90E+00,5.57E+01,4.60E+00
0.00E+00,5.20E+00,8.88E+01,2.60E+00
0.00E+00,3.50E+00,5.65E+01,1.40E+00
0.00E+00,1.62E+01,3.93E+01,2.30E+00
7.00E-01,6.60E+00,3.37E+01,9.10E+00
0.00E+00,0.00E+00,2.36E+01,4.20E+00
0.00E+00,1.32E+01,5.10E+00,0.00E+00
0.00E+00,0.00E+00,1.23E+01,0.00E+00
0.00E+00,0.00E+00,7.19E+01,5.00E-01
0.00E+00,4.80E+00,2.35E+01,2.70E+00
0.00E+00,1.70E+00,3.06E+01,0.00E+00
0.00E+00,4.90E+00,2.77E+01,2.00E+00
1.20E+00,3.60E+00,3.16E+01,0.00E+00
0.00E+00,8.60E+00,1.72E+01,2.00E+00
5.00E-01,9.00E-01,1.91E+01,2.30E+00
0.00E+00,1.80E+00,1.11E+01,9.00E-01
0.00E+00,3.30E+00,6.10E+00,3.30E+00
0.00E+00,0.00E+00,1.42E+01,0.00E+00
0.00E+00,2.30E+00,5.23E+01,1.80E+00
0.00E+00,0.00E+00,6.60E+00,0.00E+00
0.00E+00,8.80E+00,5.30E+00,0.00E+00
0.00E+00,2.30E+00,1.57E+01,0.00E+00
0.00E+00,0.00E+00,9.30E+00,8.00E-01
0.00E+00,2.90E+00,5.30E+00,1.00E+00
0.00E+00,4.20E+00,1.67E+01,0.00E+00
4.00E-01,2.30E+00,1.40E+01,0.00E+00
0.00E+00,5.10E+00,8.80E+00,5.00E-01
9.00E-01,1.80E+00,1.15E+01,1.30E+00
0.00E+00,0.00E+00,1.46E+01,0.00E+00
8.00E-01,8.00E-01,1.06E+01,0.00E+00
0.00E+00,5.00E-01,7.60E+00,9.00E-01
0.00E+00,3.30E+00,2.74E+01,1.20E+00
0.00E+00,6.00E-01,5.69E+01,3.00E-01
0.00E+00,1.70E+00,2.36E+01,0.00E+00
0.00E+00,0.00E+00,2.41E+01,9.00E-01
0.00E+00,3.50E+00,5.77E+01,1.00E+00
4.00E-01,5.60E+00,2.21E+01,2.00E-01
3.00E-01,5.70E+00,1.41E+01,3.00E-01
0.00E+00,3.60E+00,4.39E+01,0.00E+00
0.00E+00,4.20E+00,2.33E+01,2.10E+00
4.00E-01,4.50E+00,3.92E+01,8.00E-01
2.00E-01,5.00E+00,2.23E+01,0.00E+00
0.00E+00,4.30E+00,1.51E+01,8.00E-01
0.00E+00,1.50E+00,1.98E+01,0.00E+00
0.00E+00,0.00E+00,1.39E+01,0.00E+00
0.00E+00,5.90E+00,3.15E+01,1.30E+00
0.00E+00,4.70E+00,6.80E+00,1.40E+01
0.00E+00,1.20E+00,8.50E+00,1.20E+00
0.00E+00,1.30E+00,8.30E+00,0.00E+00
0.00E+00,6.00E-01,1.11E+01,0.00E+00
0.00E+00,1.10E+00,9.60E+00,6.00E-01
0.00E+00,9.00E-01,1.47E+01,0.00E+00
0.00E+00,1.10E+00,1.01E+01,0.00E+00
0.00E+00,7.00E-01,1.05E+01,7.00E-01
0.00E+00,5.00E-01,1.53E+01,0.00E+00
0.00E+00,4.30E+00,6.90E+00,0.00E+00
0.00E+00,0.00E+00,1.18E+01,0.00E+00
0.00E+00,1.60E+00,3.30E+01,0.00E+00
5.00E-01,4.20E+00,8.90E+00,0.00E+00
0.00E+00,1.10E+00,1.52E+01,2.20E+00
0.00E+00,7.20E+00,2.26E+01,9.00E-01
0.00E+00,2.70E+00,1.10E+01,2.70E+00
0.00E+00,1.50E+00,2.15E+01,1.50E+00
0.00E+00,2.00E+00,2.11E+01,2.00E+00
0.00E+00,2.40E+00,1.09E+01,1.20E+00
0.00E+00,1.70E+00,1.27E+01,5.90E+00
0.00E+00,0.00E+00,2.46E+01,3.90E+00
0.00E+00,8.20E+00,1.09E+01,4.10E+00
0.00E+00,1.60E+00,4.80E+00,4.00E+00
0.00E+00,7.00E-01,1.11E+01,1.50E+00
0.00E+00,0.00E+00,8.70E+00,0.00E+00
0.00E+00,0.00E+00,6.40E+00,8.00E+00
0.00E+00,9.00E-01,3.60E+01,0.00E+00
0.00E+00,0.00E+00,2.43E+01,0.00E+00
0.00E+00,0.00E+00,2.80E+01,3.16E+01
0.00E+00,4.90E+00,1.47E+01,0.00E+00
0.00E+00,3.60E+00,1.69E+01,1.20E+00
1.30E+00,2.50E+00,4.14E+01,0.00E+00
0.00E+00,1.00E+00,6.31E+01,3.00E+01
0.00E+00,2.30E+00,1.13E+01,2.30E+00
